第一申请人,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count
国开启科量子技术(北京)有限公司,2023,12,113,9.416666666666666,量子计算；量子通信与安全,量子计算系统；量子软件/算法/模拟；量子通信与安全,qubit；qubits；单光子探测器；叠加态；量子密钥；量子态；量子模拟；量子比特；量子电路；量子算法；量子线路；量子计算；量子通信,3,9,0,0
国开启科量子技术(安徽)有限公司,2023,5,46,9.2,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,qubit；qubits；单光子探测器；囚禁离子；离子阱；量子比特；量子电路；量子计算,4,1,0,0
国科量子通信网络有限公司,2019,5,30,6.0,量子通信与安全,量子通信与安全,QKD；抗量子攻击；量子密钥；量子密钥分发；量子通信,1,4,0,0
国科量子通信网络有限公司,2020,10,114,11.4,量子通信与安全,量子通信与安全,QKD；laser；单光子探测器；后量子密码；激光器；量子保密通信；量子密钥；量子密钥分发；量子网络；量子计算；量子计算机；量子通信,8,2,0,0
国科量子通信网络有限公司,2021,15,139,9.266666666666667,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子安全通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子技术；量子网络；量子计算；量子通信,9,6,0,0
国科量子通信网络有限公司,2022,5,26,5.2,量子通信与安全,量子通信与安全,QKD；laser；量子密钥；量子密钥分发,0,5,0,0
国立研究开发法人科学技术振兴机构,2021,1,15,15.0,量子计算硬件,量子计算硬件/量子芯片,超导量子电路；量子比特；量子电路,1,0,0,0
国立研究开发法人科学技术振兴机构,2022,1,31,31.0,量子通信与安全,量子通信与安全,entanglement；超导量子比特；量子比特；量子电路；量子纠缠；量子网络；量子计算；量子计算机,1,0,0,0
国网信息通信产业集团有限公司,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
国网信通亿力科技有限责任公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
国网内蒙古东部电力有限公司信息通信分公司,2019,2,21,10.5,量子通信与安全,量子通信与安全,QKD；superposition；叠加态；量子叠加；量子态；量子比特；量子通信,1,1,0,0
国网吉林省电力有限公司通化供电公司,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
国网天津市电力公司电力科学研究院,2023,3,20,6.666666666666667,量子通信与安全,量子通信与安全,量子中继；量子密钥；量子密钥分发,1,2,0,0
国网安徽省电力有限公司电力科学研究院,2021,1,10,10.0,量子传感,量子传感器/精密测量,NV色心；量子传感；量子传感器,1,0,0,0
国网安徽省电力有限公司电力科学研究院,2022,1,6,6.0,量子传感,量子传感器/精密测量,NV色心；laser；金刚石NV色心,0,1,0,0
国网安徽省电力有限公司电力科学研究院,2023,4,29,7.25,量子传感,量子传感器/精密测量,NV色心；laser；量子精密测量,1,3,0,0
国网山东省电力公司临沂供电公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
国网山东省电力公司信息通信公司,2019,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0
国网山东省电力公司信息通信公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铯原子钟,0,0,0,1
国网山东省电力公司电力科学研究院,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
国网山东省电力公司菏泽供电公司,2020,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
国网山西省电力公司临汾供电公司,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
国网新疆电力有限公司信息通信公司,2021,1,15,15.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子密钥分配；量子网络；量子通信,1,0,0,0
国网新疆电力有限公司信息通信公司,2022,1,15,15.0,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子比特,1,0,0,0
国网江苏省电力有限公司南京供电分公司,2019,2,14,7.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子密钥；量子密钥分配；量子态；量子比特,1,1,0,0
国网河南省电力公司焦作供电公司,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
国网浙江杭州市萧山区供电有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
国网浙江省电力有限公司宁波供电公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
国网浙江省电力有限公司杭州供电公司,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0
国网浙江省电力有限公司杭州供电公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
国网浙江省电力有限公司杭州供电公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
国网浙江省电力有限公司绍兴供电公司,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0
国网浙江省电力有限公司绍兴市上虞区供电公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
国网浙江省电力有限公司金华供电公司,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子网络,0,2,0,0
国网湖北省电力有限公司,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
国网湖北省电力有限公司电力科学研究院,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
国网湖南省电力有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,1,0,0
国网甘肃省电力公司信息通信公司,2019,2,25,12.5,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；entanglement；量子信息；量子密钥；量子态；量子纠缠；量子网络,1,0,1,0
国网电力信息通信有限公司,2020,2,13,6.5,量子通信与安全,量子通信与安全,QKD；单光子探测器；量子密钥；量子密钥分发,1,1,0,0
国网电子商务有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
国网福建省电力有限公司,2020,2,10,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,2,0,0
国网福建省电力有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥,0,1,0,0
国网福建省电力有限公司信息通信分公司,2021,2,20,10.0,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发；量子测量,2,0,0,0
国网福建省电力有限公司信息通信分公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
国网辽宁省电力有限公司丹东供电公司,2023,1,10,10.0,量子计算,量子计算系统,qubit；qubits；量子比特；量子计算,1,0,0,0
国网辽宁省电力有限公司大连供电公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
国际商业机器公司,2019,5,48,9.6,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,qubit；qubits；超导量子比特；量子态；量子比特；量子计算；量子计算机；量子通信,4,1,0,0
国际商业机器公司,2020,21,161,7.666666666666667,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,qubit；qubits；离子阱；稀释制冷机；量子叠加；量子处理器；量子态；量子比特；量子电路；量子纠缠；量子计算；量子计算机；量子门,9,12,0,0
国际商业机器公司,2021,12,100,8.333333333333334,量子传感；量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,cryostat；laser；qubit；qubits；superposition；低温恒温器；超导量子电路；量子优化；量子信息；量子处理器；量子电路；量子计算；量子计算机,7,5,0,0
国际商业机器公司,2022,6,29,4.833333333333333,量子计算,量子计算系统；量子软件/算法/模拟,量子处理器；量子算法；量子计算,0,5,1,0
埃因霍温科技大学,2021,1,6,6.0,量子传感,量子传感器/精密测量,laser；激光器；磁光阱,0,1,0,0
埃森哲环球解决方案有限公司,2020,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
塞莫费雪科学(不来梅)有限公司,2019,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
塞莫费雪科学(不来梅)有限公司,2020,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
复旦大学,2019,2,11,5.5,量子计算硬件,量子计算硬件/量子芯片,laser；激光器；离子阱,0,2,0,0
复旦大学,2020,1,8,8.0,量子传感,量子传感器/精密测量,laser；保真度；光调制器；原子干涉,0,1,0,0
复旦大学,2021,1,6,6.0,量子传感,量子传感器/精密测量,laser；光调制器；原子干涉；激光器,0,1,0,0
复旦大学,2022,1,10,10.0,量子传感,量子传感器/精密测量,NV色心；量子传感,1,0,0,0
大众汽车股份公司,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
大连海事大学,2019,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
大连理工大学,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
大连理工大学,2021,2,8,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；频率基准,0,1,0,1
大连理工江苏研究院有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
大陆汽车有限公司,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
天地伟业技术有限公司,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
天工量信(苏州)科技发展有限公司,2022,1,13,13.0,量子计算,量子软件/算法/模拟,量子态；量子算法；量子计算；量子计算机,1,0,0,0
天府兴隆湖实验室,2023,1,10,10.0,量子计算,量子软件/算法/模拟,量子模拟；量子计算,1,0,0,0
天水师范学院,2021,1,6,6.0,量子传感,量子传感器/精密测量,laser；冷原子干涉；原子干涉；磁光阱,0,1,0,0
天津七一二通信广播股份有限公司,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
天津中医药大学,2022,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
天津华慧芯科技集团有限公司,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
天津大学,2019,2,8,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子纠缠,0,0,2,0
天津大学,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
天津大学,2021,2,8,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,量子测量；频率基准,0,1,0,1
天津市城市规划设计研究总院有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子信息；量子密钥；量子密钥分发,1,0,0,0
天津市城市规划设计研究总院有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
天津师范大学,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
天翼物联科技有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
太原师范学院,2020,2,15,7.5,量子传感,上游材料与核心部件；其他量子相关/待复核,entanglement；laser；激光器；量子信息,0,2,0,0
太原理工大学,2019,4,26,6.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,laser；量子计算；量子通信,1,3,0,0
太原理工大学,2020,2,18,9.0,量子传感；量子基础概念,其他量子相关/待复核；量子传感器/精密测量,laser；光调制器；单光子探测器；激光器；磁光阱；量子信息；量子态,1,0,1,0
太原理工大学,2021,2,13,6.5,量子基础概念；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片,光量子计算；量子态；量子芯片；量子计算,1,0,1,0
奥为电子科技(南京)有限公司,2020,1,6,6.0,量子传感,量子传感器/精密测量,NV色心；laser；金刚石NV色心,0,1,0,0
奥兰治,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
如般量子科技有限公司,2019,94,640,6.808510638297872,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子保密通信；量子密钥；量子计算；量子计算机；量子通信,30,64,0,0
如般量子科技有限公司,2020,22,120,5.454545454545454,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子保密通信；量子密钥；量子计算；量子计算机；量子通信,2,20,0,0
如般量子科技有限公司,2021,4,40,10.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子保密通信；量子密钥；量子计算；量子通信,3,1,0,0
如般量子科技有限公司,2022,10,95,9.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子计算；量子通信,8,2,0,0
季华实验室,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
宁波大学,2019,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
宁波大学,2022,2,13,6.5,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；离子阱；超高真空,1,1,0,0
安庆师范大学,2023,3,24,8.0,量子通信与安全,量子通信与安全,laser；量子密钥；量子密钥分发；量子态,2,1,0,0
安徽一视科技有限公司,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
安徽中科锟铻量子工业互联网有限公司,2023,1,9,9.0,量子通信与安全,量子通信与安全,量子态；量子通信,1,0,0,0
安徽华典大数据科技有限公司,2020,2,17,8.5,量子传感；量子计算,量子计算系统,superposition；量子信息；量子计算,1,1,0,0
安徽华典大数据科技有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
安徽华典大数据科技有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
安徽国盾量子云数据技术有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
安徽大学,2019,4,24,6.0,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,量子密钥；量子密钥分发；量子纠缠；量子计算；量子通信,1,2,1,0
安徽大学,2021,3,20,6.666666666666667,量子传感；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,抗量子攻击；量子信息；量子计算；量子计算机,1,2,0,0
安徽师范大学,2019,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
安徽建筑大学,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
安徽澄小光智能科技有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子保密通信,0,1,0,0
安徽玖邦驱动科技有限公司,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0
安徽白鹭电子科技有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
安徽皖通邮电股份有限公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0
安徽省国盛量子科技有限公司,2021,2,16,8.0,量子传感,量子传感器/精密测量,NV色心；laser；量子传感；量子传感器；金刚石NV色心,1,1,0,0
安徽省国盛量子科技有限公司,2022,11,91,8.272727272727273,量子传感,量子传感器/精密测量,NV色心；laser；激光器；量子传感；量子传感器；量子精密测量；金刚石NV色心,7,3,1,0
安徽省国盛量子科技有限公司,2023,8,76,9.5,量子传感,量子传感器/精密测量,NV色心；laser；激光器；量子传感；量子技术；量子精密测量；金刚石NV色心,4,4,0,0
安徽省地震局,2020,1,17,17.0,量子传感,量子计算系统,entanglement；量子信息；量子比特；量子计算,1,0,0,0
安徽省大数据中心,2023,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0
安徽省太微量子科技有限公司,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
安徽科技学院,2020,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0
安徽科达自动化集团股份有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
安徽继远软件有限公司,2019,3,29,9.666666666666666,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子态；量子比特,3,0,0,0
安徽量安通信息科技有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
安徽问天量子科技股份有限公司,2019,9,65,7.222222222222222,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；entanglement；fidelity；laser；保真度；激光器；量子保密通信；量子安全通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子纠缠；量子通信,4,5,0,0
安徽问天量子科技股份有限公司,2020,1,6,6.0,量子通信与安全,量子通信与安全,QKD；laser；激光器,0,1,0,0
安徽问天量子科技股份有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
安徽问天量子科技股份有限公司,2022,1,6,6.0,量子通信与安全,量子通信与安全,激光器；量子密钥；量子密钥分发,0,1,0,0
安徽鲲腾量子科技有限公司,2023,1,11,11.0,量子传感,量子传感器/精密测量,entanglement；laser；单光子探测器；激光器；量子精密测量,0,1,0,0
宿迁学院,2020,4,57,14.25,量子传感；量子计算,量子传感器/精密测量；量子计算系统,NV色心；fidelity；保真度；物理量子比特；逻辑量子比特；量子信息；量子信息技术；量子比特；量子电路；量子计算；金刚石NV色心,3,1,0,0
富士通株式会社,2020,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
尼克拉斯·约翰松,2020,1,5,5.0,量子计算,量子计算系统,量子门,0,1,0,0
山东国迅量子芯科技有限公司,2021,4,21,5.25,量子通信与安全,量子通信与安全,laser；激光器；量子密钥；量子密钥分发；量子通信,0,4,0,0
山东大学,2019,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0
山东大学,2020,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0
山东大学,2021,1,6,6.0,量子通信与安全,量子通信与安全,激光器；量子通信,0,1,0,0
山东大学,2022,2,15,7.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,后量子密码；量子安全通信；量子计算；量子计算机,1,1,0,0
山东师范大学,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
山东师范大学,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
山东建筑大学,2020,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0
山东建筑大学,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
山东晶大光电科技有限公司,2023,1,26,26.0,量子传感,量子软件/算法/模拟,entanglement；qubits；叠加态；量子信息；量子态；量子比特；量子纠缠；量子纠错；量子计算；量子计算机,1,0,0,0
山东极光智能科技有限公司,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
山东浪潮人工智能研究院有限公司,2019,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子通信,1,0,0,0
山东浪潮科学研究院有限公司,2021,4,35,8.75,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,超导量子比特；量子模拟；量子比特；量子计算；量子计算机；量子门,3,1,0,0
山东浪潮科学研究院有限公司,2022,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0
山东海量信息技术研究院,2023,3,36,12.0,量子计算,量子计算系统,qubit；qubits；量子态；量子比特；量子线路；量子芯片；量子计算,3,0,0,0
山东理工大学,2019,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
山东省计算中心(国家超级计算济南中心),2020,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0
山东科技大学,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
山东科技大学,2022,1,5,5.0,量子计算,量子计算系统,量子电路,0,1,0,0
山东英信计算机技术有限公司,2021,2,24,12.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子态；量子比特；量子网络；量子计算,2,0,0,0
山东越海通信科技股份有限公司,2021,1,17,17.0,量子通信与安全,量子通信与安全,entanglement；laser；激光器；量子态；量子比特；量子纠缠；量子通信,1,0,0,0
山东量子科学技术研究院有限公司,2019,5,30,6.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配；量子网络,1,4,0,0
山东量子科学技术研究院有限公司,2020,5,40,8.0,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发；量子网络；量子通信,3,2,0,0
山东量子科学技术研究院有限公司,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子网络,1,0,0,0
山东金麒麟股份有限公司,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
山东高速建设管理集团有限公司,2023,4,28,7.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子门,1,1,2,0
山西医科大学,2019,1,15,15.0,量子传感,量子传感器/精密测量,MOT；激光器；磁光阱；量子相干；量子精密测量,1,0,0,0
山西大学,2019,9,63,7.0,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,QKD；laser；光调制器；单光子探测器；激光器；磁光阱；量子密钥；量子密钥分发；量子态；量子相干；量子精密测量；量子纠缠；量子通信；频率基准；频率标准,3,2,2,2
山西大学,2020,6,36,6.0,量子传感；量子基础概念,其他量子相关/待复核；量子传感器/精密测量,laser；磁光阱；超高真空；量子信息；量子态；量子精密测量,1,3,2,0
山西大学,2021,5,24,4.8,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,entanglement；laser；光调制器；原子钟；激光器；磁光阱；量子密钥；量子密钥分发；量子相干；量子精密测量,0,3,1,1
山西大学,2022,6,76,12.666666666666666,量子传感；量子通信与安全,上游材料与核心部件；量子传感器/精密测量；量子通信与安全,entanglement；laser；光调制器；激光器；磁光阱；量子保密通信；量子信息；量子密钥；量子密钥分发；量子态；量子模拟；量子测量；量子网络；量子计算；量子通信,5,1,0,0
山西大学,2023,3,27,9.0,量子传感；量子通信与安全,上游材料与核心部件；量子传感器/精密测量；量子通信与安全,entanglement；laser；单光子探测器；激光器；量子密钥；量子密钥分发；量子态；量子技术；量子精密测量；量子纠缠,2,1,0,0
巴黎矿业电信学院,2019,1,11,11.0,量子通信与安全,量子通信与安全,QKD；laser；lasers；激光器；量子信息；量子密钥；量子密钥分发,1,0,0,0
常州大连理工大学智能装备研究院,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
广东产品质量监督检验研究院(国家质量技术监督局广州电气安全检验所、广东省试验认证研究院、华安实验室),2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
广东产品质量监督检验研究院(国家质量技术监督局广州电气安全检验所、广东省试验认证研究院、华安实验室),2022,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0
广东国盾量子科技有限公司,2019,2,20,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子技术；量子网络,2,0,0,0
广东国盾量子科技有限公司,2020,3,25,8.333333333333334,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子网络；量子通信,1,2,0,0
广东国科量子通信网络有限公司,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0
广东国科量子通信网络有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子网络,1,0,0,0
广东国腾量子科技有限公司,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
广东国腾量子科技有限公司,2021,10,67,6.7,量子通信与安全,量子通信与安全,QKD；laser；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发；量子态,4,6,0,0
广东国腾量子科技有限公司,2022,11,90,8.181818181818182,量子通信与安全,量子通信与安全,QKD；保真度；单光子探测器；量子保密通信；量子密钥；量子密钥分发；量子网络；量子芯片；量子通信,5,6,0,0
广东威纳格科技有限公司,2023,1,6,6.0,量子传感,量子传感器/精密测量,laser；原子干涉；原子干涉仪；磁光阱,0,1,0,0
广东宇华智环科技有限公司,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
广东安证计算机司法鉴定所,2023,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0
广东工业大学,2019,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分配,0,1,0,0
广东工业大学,2020,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0
广东工业大学,2021,1,16,16.0,量子计算,量子计算系统,superposition；量子叠加；量子计算；量子计算机；量子门,1,0,0,0
广东工业大学,2023,1,5,5.0,量子传感,量子传感器/精密测量,量子传感,0,1,0,0
广东广宇科技发展有限公司,2023,10,50,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,10,0,0
广东水利电力职业技术学院(广东省水利电力技工学校),2019,1,12,12.0,量子通信与安全,量子通信与安全,QKD；entanglement；量子通信,1,0,0,0
广东水利电力职业技术学院(广东省水利电力技工学校),2020,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0
广东海洋大学,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
广东生益科技股份有限公司,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0
广东电网有限责任公司江门供电局,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0
广东电网有限责任公司计量中心,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
广东省农业科学院环境园艺研究所,2021,4,20,5.0,量子计算,量子计算系统,qubit,0,4,0,0
广东省计量科学研究院(华南国家计量测试中心),2022,1,11,11.0,量子传感,量子传感器/精密测量,laser；激光器；里德堡原子量子；量子传感,1,0,0,0
广东省计量科学研究院(华南国家计量测试中心),2023,3,23,7.666666666666667,量子传感,量子传感器/精密测量,laser；量子传感；量子传感器；量子信息,1,2,0,0
广东长盈科技股份有限公司,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
广东食品药品职业学院,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
广州市保伦电子有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0
广州市城域信息科技有限公司,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
广州市食品检验所(广州市酒类检测中心),2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
广州广电计量检测股份有限公司,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,2
广州放芯科技有限公司,2021,1,9,9.0,量子传感,其他量子相关/待复核,叠加态；量子信息；量子态,1,0,0,0
广州爱浦路网络技术有限公司,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
广州量子湾科技有限公司,2019,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0
广西大学,2021,6,54,9.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,laser；superposition；单光子探测器；量子密钥；量子密钥分发；量子态；量子比特；量子相干；量子线路；量子计算；量子通信,4,2,0,0
广西大学,2022,2,20,10.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子软件/算法/模拟,superposition；叠加态；离子阱；量子并行；量子态；量子比特,1,1,0,0
广西大学,2023,1,12,12.0,量子计算,量子计算系统,量子态；量子比特；量子线路,1,0,0,0
广西师范大学,2019,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0
