第一申请人,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count
华北电力大学(保定),2022,2,19,9.5,量子通信与安全,量子通信与安全,entanglement；fidelity；保真度；量子密钥；量子密钥分发；量子通信,1,1,0,0
华南农业大学,2019,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态；量子纠缠,0,0,1,0
华南师大(清远)科技创新研究院有限公司,2022,1,6,6.0,量子计算,量子计算系统,fidelity；保真度；量子态,0,1,0,0
华南师范大学,2019,10,104,10.4,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子通信与安全,QKD；laser；保真度；光调制器；单光子探测器；原子干涉；原子干涉仪；叠加态；激光器；量子中继；量子信息；量子密钥；量子密钥分发；量子态；量子纠缠；量子计算；量子通信,5,3,2,0
华南师范大学,2020,10,119,11.9,量子传感；量子计算硬件；量子通信与安全,量子传感器/精密测量；量子计算硬件/量子芯片；量子通信与安全,QKD；entanglement；fidelity；laser；lasers；保真度；原子干涉；原子干涉仪；叠加态；激光器；稀释制冷机；超导量子比特；里德堡原子量子；量子保密通信；量子信息；量子叠加；量子密钥；量子密钥分发；量子态；量子比特；量子通信,8,2,0,0
华南师范大学,2021,16,148,9.25,量子传感；量子基础概念；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子通信与安全,MOT；QKD；entanglement；laser；保真度；光调制器；单光子探测器；叠加态；激光器；磁光阱；稀释制冷机；超导量子比特；量子保密通信；量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子网络；量子计算；量子通信；量子门,7,7,2,0
华南师范大学,2022,17,167,9.823529411764707,量子传感；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；superposition；光调制器；单光子探测器；激光器；量子保密通信；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子比特；量子网络；量子通信,8,9,0,0
华南理工大学,2020,1,9,9.0,量子计算,量子计算系统,量子处理器；量子机器学习；量子线路；量子计算,1,0,0,0
华南理工大学,2022,2,15,7.5,量子传感；量子通信与安全,量子计算系统；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子计算,1,1,0,0
华南理工大学,2023,1,11,11.0,量子计算硬件,量子计算硬件/量子芯片,laser；囚禁离子；激光器；离子阱；量子计算,1,0,0,0
华威大学,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
华沙大学,2021,1,10,10.0,量子计算,量子计算系统,量子计算；量子计算机；量子门,1,0,0,0
华电电力科学研究院有限公司,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0
华科微磁(北京)光电技术有限公司,2019,1,6,6.0,量子传感,量子传感器/精密测量,laser；激光器；量子传感；量子传感器,0,1,0,0
华翊博奥(北京)量子科技有限公司,2023,5,48,9.6,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,entanglement；laser；qubit；qubits；光调制器；离子阱；量子比特；量子计算；量子计算机,4,1,0,0
南京中科齐信科技有限公司,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0
南京中科齐信科技有限公司,2023,4,29,7.25,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态；量子通信,2,2,0,0
南京信息工程大学,2019,3,34,11.333333333333334,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,qubit；qubits；superposition；叠加态；量子叠加；量子态；量子比特；量子电路；量子通信；量子门,2,0,1,0
南京信息工程大学,2020,2,11,5.5,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,量子态；量子电路；量子线路,0,1,1,0
南京信息工程大学,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子计算；量子通信,1,0,0,0
南京区盟链信息科技有限公司,2022,1,5,5.0,量子通信与安全,量子通信与安全,后量子加密,0,1,0,0
南京华飞数据技术有限公司,2023,1,16,16.0,量子通信与安全,量子通信与安全,entanglement；量子密钥；量子测量；量子纠缠,1,0,0,0
南京南瑞信息通信科技有限公司,2021,1,6,6.0,量子通信与安全,量子通信与安全,laser；激光器；量子密钥；量子密钥分发,0,1,0,0
南京南瑞国盾量子技术有限公司,2019,3,23,7.666666666666667,量子通信与安全,量子通信与安全,单光子探测器；量子保密通信；量子密钥；量子密钥分发；量子密钥分配,2,1,0,0
南京南瑞国盾量子技术有限公司,2021,1,15,15.0,量子通信与安全,量子通信与安全,laser；量子密钥；量子密钥分发；量子态；量子通信,1,0,0,0
南京大学,2020,6,32,5.333333333333333,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,entanglement；量子态；量子纠缠；量子计算；量子计算机,1,1,4,0
南京大学,2021,16,95,5.9375,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子通信与安全,MOT；QKD；laser；激光器；量子互联网；量子信息；量子信息技术；量子密钥；量子密钥分发；量子态；量子比特；量子网络；量子芯片；量子通信,3,11,2,0
南京大学,2022,9,82,9.11111111111111,量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,QKD；laser；单光子探测器；激光器；离子阱；量子密钥；量子密钥分发；量子态；量子比特；量子网络；量子芯片；量子计算；量子通信,3,5,1,0
南京大学,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
南京如般量子科技有限公司,2020,26,212,8.153846153846153,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子中继；量子中继器；量子保密通信；量子密钥；量子密钥分发；量子计算；量子计算机；量子通信；非对称密码,11,15,0,0
南京如般量子科技有限公司,2022,4,30,7.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子计算；量子通信,1,3,0,0
南京安维士传动技术股份有限公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1
南京尤尼泰信息科技有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率,0,0,0,1
南京工程学院,2019,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0
南京工程学院,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子网络,0,1,0,0
南京师范大学,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子态,0,0,1,0
南京希凌陆信息科技有限公司,2020,1,17,17.0,量子计算硬件,量子计算硬件/量子芯片,fidelity；保真度；超导量子芯片；量子比特；量子芯片,1,0,0,0
南京广播电视集团(南京广播电视台),2022,1,14,14.0,量子通信与安全,量子通信与安全,量子态；量子比特；量子网络,1,0,0,0
南京指南砺剑通信技术有限公司,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
南京数脉动力信息技术有限公司,2023,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0
南京明博互联网安全创新研究院有限公司,2022,1,8,8.0,量子计算,量子软件/算法/模拟,量子态；量子算法,1,0,0,0
南京易科腾信息技术有限公司,2020,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0
南京易科腾信息技术有限公司,2021,2,15,7.5,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发,1,1,0,0
南京易科腾信息技术有限公司,2022,6,45,7.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,后量子密码；量子保密通信；量子密钥；量子密钥分发；量子计算；量子计算机,3,3,0,0
南京汇荣信息技术有限公司,2023,1,20,20.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子技术；量子比特；量子通信,1,0,0,0
南京熊猫电子股份有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1
南京理工大学,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
南京理工大学,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0
南京理工大学,2021,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0
南京理工大学,2022,1,12,12.0,量子通信与安全,量子通信与安全,entanglement；量子比特；量子网络,1,0,0,0
南京航空航天大学,2019,2,28,14.0,量子计算,量子计算系统；量子软件/算法/模拟,量子仿真；量子并行；量子态；量子比特；量子算法；量子计算；量子门,2,0,0,0
南京航空航天大学,2021,3,19,6.333333333333333,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,后量子密码；量子比特；量子纠缠；量子门,1,1,1,0
南京航空航天大学,2023,1,5,5.0,量子通信与安全,量子通信与安全,后量子密码,0,1,0,0
南京贝龙通信科技有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1
南京邮电大学,2019,6,45,7.5,量子传感；量子通信与安全,量子传感器/精密测量；量子通信与安全,NV色心；QKD；entanglement；laser；qubit；光调制器；激光器；量子密钥；量子密钥分发；量子比特；量子通信,2,4,0,0
南京邮电大学,2020,7,52,7.428571428571429,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；entanglement；量子安全通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子纠缠；量子通信,4,1,2,0
南京邮电大学,2021,10,123,12.3,量子传感；量子通信与安全,上游材料与核心部件；量子通信与安全,QKD；entanglement；laser；激光器；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子技术；量子比特；量子测量；量子计算；量子通信,7,3,0,0
南京邮电大学,2022,16,134,8.375,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,QKD；entanglement；单光子探测器；物理量子比特；逻辑量子比特；量子中继；量子密钥；量子密钥分发；量子态；量子比特；量子计算；量子通信,8,4,4,0
南京邮电大学,2023,3,34,11.333333333333334,量子通信与安全,量子通信与安全,QKD；laser；激光器；量子密钥；量子密钥分发；量子态；量子比特；量子通信,3,0,0,0
南京铂航电子科技有限公司,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0
南安普顿大学,2023,1,6,6.0,量子传感,量子传感器/精密测量,laser；磁光阱,0,1,0,0
南方电网数字电网研究院有限公司,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1
南方电网科学研究院有限责任公司,2022,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0
南方电网调峰调频发电有限公司信息通信分公司,2019,1,10,10.0,量子通信与安全,量子通信与安全,量子保密通信；量子密钥,1,0,0,0
南方科技大学,2019,4,34,8.5,量子传感；量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,qubit；qubits；超导量子比特；量子信息；量子态；量子比特；量子计算,3,1,0,0
南方科技大学,2020,2,28,14.0,量子计算,量子计算系统,量子态；量子比特；量子计算；量子计算机；量子门,2,0,0,0
