第一申请人,主体类型,省级地区,第一申请人城市标准化,year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,main_quantum_category,type_review_count
宁波齐芯半导体科技有限公司,企业,浙江,宁波,2025,1,19,19.0,量子计算,量子计算,0
安世数擎(杭州)信息科技服务有限公司,企业,浙江,杭州,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
德清阿尔法创新研究院,科研院所,浙江,湖州,2022,1,5,5.0,量子传感,量子传感,0
摘星社信息科技(浙江)股份有限公司,企业,浙江,杭州,2025,1,4,4.0,量子基础概念,量子基础概念,0
支付宝(杭州)信息技术有限公司,企业,浙江,杭州,2021,1,9,9.0,量子计算,量子计算,0
支付宝(杭州)信息技术有限公司,企业,浙江,杭州,2023,1,4,4.0,量子基础概念,量子基础概念,0
支付宝(杭州)信息技术有限公司,企业,浙江,杭州,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
新昌合旸汽车零部件有限公司,企业,浙江,绍兴,2024,1,3,3.0,量子传感,量子传感,0
杭州三一谦成科技有限公司,企业,浙江,杭州,2025,1,9,9.0,量子计算,量子计算,0
杭州元杰环保科技有限公司,企业,浙江,杭州,2025,1,4,4.0,量子基础概念,量子基础概念,0
杭州合众数据技术有限公司,企业,浙江,杭州,2023,1,4,4.0,量子基础概念,量子基础概念,0
杭州大成实业有限公司,企业,浙江,杭州,2025,1,5,5.0,量子计算,量子计算,0
杭州字节信息技术有限公司,企业,浙江,杭州,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
杭州市数据质量研究院,科研院所,浙江,杭州,2024,1,3,3.0,量子传感,量子传感,0
杭州师范大学,高校,浙江,杭州,2025,1,14,14.0,量子通信与安全,量子通信与安全,0
杭州希戈科技有限公司,企业,浙江,杭州,2022,2,25,12.5,量子通信与安全,量子通信与安全,0
杭州归一智能科技有限公司,企业,浙江,杭州,2024,1,4,4.0,量子基础概念,量子基础概念,0
杭州微伽量子科技有限公司,企业,浙江,杭州,2022,3,24,8.0,量子传感,量子传感,0
杭州微伽量子科技有限公司,企业,浙江,杭州,2023,1,6,6.0,量子传感,量子传感,0
杭州思源信息技术股份有限公司,企业,浙江,杭州,2022,2,35,17.5,量子计算；量子传感,量子计算,0
杭州慧明量子通信技术有限公司,企业,浙江,杭州,2022,4,36,9.0,量子通信与安全,量子通信与安全,0
杭州慧明量子通信技术有限公司,企业,浙江,杭州,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
杭州摩西科技发展有限公司,企业,浙江,杭州,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
杭州时序数字技术有限公司,企业,浙江,杭州,2025,1,19,19.0,量子通信与安全,量子通信与安全,0
杭州旷潼量子科技有限公司,企业,浙江,杭州,2025,1,6,6.0,量子传感,量子传感,0
杭州星河传世网络科技有限公司,企业,浙江,杭州,2024,1,11,11.0,量子计算,量子计算,0
杭州极弱磁场国家重大科技基础设施研究院,科研院所,浙江,杭州,2025,1,5,5.0,量子传感,量子传感,0
杭州海康威视数字技术股份有限公司,企业,浙江,杭州,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
杭州电子科技大学,高校,浙江,杭州,2021,5,26,5.2,量子基础概念；量子计算；量子传感,量子计算,0
杭州电子科技大学,高校,浙江,杭州,2024,4,14,3.5,量子传感,量子传感,0
杭州电子科技大学,高校,浙江,杭州,2025,5,22,4.4,量子通信与安全；量子计算；量子传感；量子基础概念,量子通信与安全,0
杭州绿城信息技术有限公司,企业,浙江,杭州,2025,1,14,14.0,量子计算,量子计算,0
杭州群特电气有限公司,企业,浙江,杭州,2025,1,3,3.0,量子传感,量子传感,0
杭州舜时科技有限公司,企业,浙江,杭州,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
杭州诺为医疗技术有限公司,企业,浙江,杭州,2025,1,3,3.0,量子传感,量子传感,0
杭州谱育科技发展有限公司,企业,浙江,杭州,2023,1,5,5.0,量子计算硬件,量子计算硬件,0
杭州谱育科技发展有限公司,企业,浙江,杭州,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
杭州趣链科技有限公司,企业,浙江,杭州,2021,1,10,10.0,量子通信与安全,量子通信与安全,0
杭州逻辑比特科技有限公司,企业,浙江,杭州,2025,2,15,7.5,量子传感；量子计算,量子传感,0
杭州高新区(滨江)区块链与数据安全研究院,科研院所,浙江,杭州,2025,1,9,9.0,量子传感,量子传感,0
浙大城市学院,高校,浙江,杭州,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
浙江万胜智能科技股份有限公司,企业,浙江,台州,2025,1,5,5.0,量子计算,量子计算,0
浙江三维通信科技有限公司,企业,浙江,杭州,2021,1,3,3.0,量子传感,量子传感,0
浙江中控信息产业股份有限公司,企业,浙江,杭州,2025,1,10,10.0,量子通信与安全,量子通信与安全,0
浙江之江数安量子科技有限公司,企业,浙江,杭州,2025,3,24,8.0,量子通信与安全,量子通信与安全,0
浙江九州量子信息技术股份有限公司,企业,浙江,杭州,2021,2,18,9.0,量子通信与安全,量子通信与安全,0
浙江九州量子信息技术股份有限公司,企业,浙江,杭州,2022,16,118,7.375,量子通信与安全,量子通信与安全,0
浙江九州量子信息技术股份有限公司,企业,浙江,杭州,2023,11,92,8.363636363636363,量子通信与安全,量子通信与安全,0
浙江九州量子信息技术股份有限公司,企业,浙江,杭州,2024,4,32,8.0,量子通信与安全,量子通信与安全,0
浙江九州量子信息技术股份有限公司,企业,浙江,杭州,2025,2,18,9.0,量子通信与安全,量子通信与安全,0
浙江兴森科技有限公司,企业,浙江,金华,2025,1,5,5.0,量子计算,量子计算,0
浙江国测量子技术研究有限公司,企业,浙江,湖州,2025,1,3,3.0,量子传感,量子传感,0
浙江国盾量子电力科技有限公司,企业,浙江,杭州,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
浙江国盾量子电力科技有限公司,企业,浙江,杭州,2024,3,15,5.0,量子通信与安全,量子通信与安全,0
浙江国盾量子电力科技有限公司,企业,浙江,杭州,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
浙江大升电子开发有限公司,企业,浙江,绍兴,2023,1,4,4.0,量子基础概念,量子基础概念,0
浙江大学,高校,浙江,杭州,2021,5,38,7.6,量子计算硬件；量子传感；量子计算；量子通信与安全,量子计算,0
浙江大学,高校,浙江,杭州,2022,1,24,24.0,量子传感,量子传感,0
浙江大学,高校,浙江,杭州,2023,3,10,3.3333333333333335,量子传感；量子基础概念,量子传感,0
浙江大学,高校,浙江,杭州,2024,15,113,7.533333333333333,量子基础概念；量子计算硬件；量子计算；量子传感；量子通信与安全,量子计算,0
浙江大学,高校,浙江,杭州,2025,9,88,9.777777777777779,量子计算；量子通信与安全；量子传感,量子计算,0
浙江大学杭州国际科创中心,高校,浙江,杭州,2022,1,10,10.0,量子计算硬件,量子计算硬件,0
浙江大学杭州国际科创中心,高校,浙江,杭州,2024,1,10,10.0,量子计算硬件,量子计算硬件,0
浙江大学杭州国际科创中心,高校,浙江,杭州,2025,1,10,10.0,量子计算硬件,量子计算硬件,0
浙江大学湖州研究院,科研院所,浙江,湖州,2024,1,8,8.0,量子通信与安全,量子通信与安全,0
浙江大学高端装备研究院,科研院所,浙江,杭州,2025,1,4,4.0,量子基础概念,量子基础概念,0
浙江工业大学,高校,浙江,杭州,2021,6,36,6.0,量子计算硬件；量子计算,量子计算硬件,0
浙江工业大学,高校,浙江,杭州,2022,3,13,4.333333333333333,量子计算硬件；量子传感,量子计算硬件,0
浙江工业大学,高校,浙江,杭州,2023,6,39,6.5,量子传感；量子计算硬件,量子传感,0
浙江工业大学,高校,浙江,杭州,2024,3,20,6.666666666666667,量子计算硬件；量子传感,量子传感,0
浙江工业大学,高校,浙江,杭州,2025,8,62,7.75,量子传感；量子计算,量子传感,0
浙江工商大学,高校,浙江,杭州,2021,2,13,6.5,量子基础概念；量子通信与安全,量子基础概念,0
浙江工商大学,高校,浙江,杭州,2022,12,103,8.583333333333334,量子传感；量子基础概念；量子通信与安全；量子计算,量子计算,0
浙江工商大学,高校,浙江,杭州,2023,1,15,15.0,量子通信与安全,量子通信与安全,0
浙江工商大学,高校,浙江,杭州,2025,1,4,4.0,量子基础概念,量子基础概念,0
浙江工商大学杭州商学院,高校,浙江,杭州,2022,1,24,24.0,量子通信与安全,量子通信与安全,0
浙江工商大学杭州商学院,高校,浙江,杭州,2024,2,37,18.5,量子通信与安全,量子通信与安全,0
浙江师范大学,高校,浙江,金华,2025,1,4,4.0,量子基础概念,量子基础概念,0
浙江广厦建设职业技术大学,高校,浙江,金华,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
浙江新华移动传媒股份有限公司,企业,浙江,杭州,2025,1,5,5.0,量子计算,量子计算,0
浙江新迪嘉禾食品有限公司,企业,浙江,杭州,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
浙江树人学院,高校,浙江,绍兴,2024,1,4,4.0,量子基础概念,量子基础概念,0
浙江水利水电学院,高校,浙江,杭州,2024,1,3,3.0,量子传感,量子传感,0
浙江水利水电学院,高校,浙江,杭州,2025,2,28,14.0,量子通信与安全,量子通信与安全,0
浙江法拉第激光科技有限公司,企业,浙江,温州,2021,1,3,3.0,量子传感,量子传感,0
浙江法拉第激光科技有限公司,企业,浙江,温州,2022,1,3,3.0,量子传感,量子传感,0
浙江法拉第激光科技有限公司,企业,浙江,温州,2024,2,6,3.0,量子传感,量子传感,0
浙江法拉第激光科技有限公司,企业,浙江,温州,2025,1,3,3.0,量子传感,量子传感,0
浙江理工大学,高校,浙江,杭州,2021,1,3,3.0,量子传感,量子传感,0
浙江理工大学,高校,浙江,杭州,2025,1,3,3.0,量子传感,量子传感,0
浙江省血液中心,机关团体,浙江,杭州,2024,1,5,5.0,量子计算,量子计算,0
浙江省计量科学研究院,科研院所,浙江,杭州,2023,1,5,5.0,量子传感,量子传感,0
浙江神州量子网络科技有限公司,企业,浙江,杭州,2021,1,15,15.0,量子通信与安全,量子通信与安全,0
浙江神州量子网络科技有限公司,企业,浙江,杭州,2022,1,8,8.0,量子通信与安全,量子通信与安全,0
浙江神州量子网络科技有限公司,企业,浙江,杭州,2023,5,40,8.0,量子通信与安全,量子通信与安全,0
浙江赛思电子科技有限公司,企业,浙江,嘉兴,2022,1,3,3.0,量子传感,量子传感,0
浙江赛思电子科技有限公司,企业,浙江,嘉兴,2025,1,3,3.0,量子传感,量子传感,0
浙江辰域量子科技有限公司,企业,浙江,杭州,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
温州医科大学附属眼视光医院,高校,浙江,温州,2025,1,5,5.0,量子计算硬件,量子计算硬件,0
温州大学,高校,浙江,温州,2021,1,16,16.0,量子计算,量子计算,0
温州大学,高校,浙江,温州,2022,2,20,10.0,量子计算；量子基础概念,量子计算,0
温州大学,高校,浙江,温州,2023,1,14,14.0,量子计算,量子计算,0
温州大学,高校,浙江,温州,2024,1,5,5.0,量子计算,量子计算,0
温州大学大数据与信息技术研究院,科研院所,浙江,温州,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
温州激光与光电子协同创新中心,科研院所,浙江,温州,2021,1,3,3.0,量子传感,量子传感,0
温州激光与光电子协同创新中心,科研院所,浙江,温州,2022,5,15,3.0,量子传感,量子传感,0
温州激光与光电子协同创新中心,科研院所,浙江,温州,2024,2,6,3.0,量子传感,量子传感,0
湖州中芯半导体科技有限公司,企业,浙江,湖州,2023,1,6,6.0,量子传感,量子传感,0
电子科技大学长三角研究院(衢州),科研院所,浙江,衢州,2025,1,13,13.0,量子计算,量子计算,0
绍兴市食品药品检验研究院,科研院所,浙江,绍兴,2023,1,5,5.0,量子计算硬件,量子计算硬件,0
绍兴清研微科技有限公司,企业,浙江,绍兴,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
聚光科技(杭州)股份有限公司,企业,浙江,杭州,2022,1,5,5.0,量子计算硬件,量子计算硬件,0
聚芯光子科技(台州)有限责任公司,企业,浙江,台州,2025,1,6,6.0,量子通信与安全,量子通信与安全,0
西湖大学,高校,浙江,杭州,2025,1,5,5.0,量子计算,量子计算,0
赵义博,个人,浙江,杭州,2024,3,27,9.0,量子通信与安全,量子通信与安全,0
金华新天齿轮有限公司,企业,浙江,金华,2024,1,5,5.0,量子计算,量子计算,0
金华职业技术大学,高校,浙江,金华,2025,1,6,6.0,量子计算硬件,量子计算硬件,0
金华职业技术学院,高校,浙江,金华,2023,7,42,6.0,量子计算硬件,量子计算硬件,0
金华职业技术学院,高校,浙江,金华,2024,4,22,5.5,量子计算硬件,量子计算硬件,0
闪捷信息科技有限公司,企业,浙江,杭州,2023,1,10,10.0,量子通信与安全,量子通信与安全,0
阿里云计算有限公司,企业,浙江,杭州,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
阿里云计算有限公司,企业,浙江,杭州,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
阿里巴巴(中国)有限公司,企业,浙江,杭州,2025,3,38,12.666666666666666,量子计算,量子计算,0
阿里巴巴达摩院(杭州)科技有限公司,企业,浙江,杭州,2022,1,5,5.0,量子计算,量子计算,0
阿里巴巴达摩院(杭州)科技有限公司,企业,浙江,杭州,2023,4,20,5.0,量子计算,量子计算,0
阿里巴巴达摩院(杭州)科技有限公司,企业,浙江,杭州,2024,5,52,10.4,量子计算；量子传感,量子传感,0
阿里巴巴达摩院(杭州)科技有限公司,企业,浙江,杭州,2025,5,57,11.4,量子计算；量子传感；量子计算硬件,量子计算,0
中国海洋大学三亚海洋研究院,科研院所,海南,三亚,2022,1,3,3.0,量子传感,量子传感,0
哈尔滨工程大学三亚南海创新发展基地,高校,海南,三亚,2024,1,5,5.0,量子计算,量子计算,0
海南即客科技有限公司,企业,海南,海口,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
三峡大学,高校,湖北,宜昌,2021,4,55,13.75,量子通信与安全,量子通信与安全,0
三峡大学,高校,湖北,宜昌,2022,1,4,4.0,量子基础概念,量子基础概念,0
三峡大学,高校,湖北,宜昌,2023,2,8,4.0,量子基础概念,量子基础概念,0
三峡大学,高校,湖北,宜昌,2024,4,92,23.0,量子通信与安全,量子通信与安全,0
三峡智能工程有限公司,企业,湖北,武汉,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
东风汽车集团有限公司,企业,湖北,武汉,2021,1,5,5.0,量子传感,量子传感,0
东风汽车集团股份有限公司,企业,湖北,武汉,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
中冶武勘工程技术有限公司,企业,湖北,武汉,2025,1,12,12.0,量子传感,量子传感,0
中南民族大学,高校,湖北,武汉,2023,1,9,9.0,量子计算,量子计算,0
中南民族大学,高校,湖北,武汉,2024,2,12,6.0,量子传感,量子传感,0
中国人民解放军海军工程大学,高校,湖北,武汉,2021,1,3,3.0,量子传感,量子传感,0
中国人民解放军海军工程大学,高校,湖北,武汉,2022,1,5,5.0,量子传感,量子传感,0
中国人民解放军海军工程大学,高校,湖北,武汉,2024,1,6,6.0,量子传感,量子传感,0
中国人民解放军海军工程大学,高校,湖北,武汉,2025,1,6,6.0,量子传感,量子传感,0
中国人民解放军空军预警学院,高校,湖北,武汉,2024,1,24,24.0,量子通信与安全,量子通信与安全,0
中国电力科学研究院有限公司武汉分院,企业,湖北,武汉,2025,1,10,10.0,量子传感,量子传感,0
中国科学院武汉植物园,科研院所,湖北,武汉,2025,1,5,5.0,量子计算,量子计算,0
中国科学院武汉物理与数学研究所,科研院所,湖北,武汉,2021,2,8,4.0,量子传感,量子传感,0
中国科学院武汉物理与数学研究所,科研院所,湖北,武汉,2023,2,12,6.0,量子传感,量子传感,0
中国科学院武汉物理与数学研究所,科研院所,湖北,武汉,2024,1,6,6.0,量子传感,量子传感,0
中国科学院水生生物研究所,科研院所,湖北,武汉,2025,1,14,14.0,量子计算,量子计算,0
中国科学院精密测量科学与技术创新研究院,科研院所,湖北,武汉,2021,6,25,4.166666666666667,量子传感,量子传感,0
中国科学院精密测量科学与技术创新研究院,科研院所,湖北,武汉,2022,6,35,5.833333333333333,量子传感；量子计算硬件,量子传感,0
中国科学院精密测量科学与技术创新研究院,科研院所,湖北,武汉,2023,15,76,5.066666666666666,量子传感；量子计算硬件,量子传感,0
中国科学院精密测量科学与技术创新研究院,科研院所,湖北,武汉,2024,11,89,8.090909090909092,量子计算硬件；量子传感；量子计算,量子传感,0
中国科学院精密测量科学与技术创新研究院,科研院所,湖北,武汉,2025,11,72,6.545454545454546,量子基础概念；量子传感；量子计算硬件,量子传感,0
中国航天三江集团有限公司,企业,湖北,武汉,2024,1,5,5.0,量子计算硬件,量子计算硬件,0
中国船舶重工集团公司第七一七研究所,科研院所,湖北,武汉,2021,2,10,5.0,量子传感,量子传感,0
中国船舶集团有限公司第七一九研究所,企业,湖北,武汉,2024,1,3,3.0,量子传感,量子传感,0
中国长江三峡集团有限公司,企业,湖北,武汉,2025,2,13,6.5,量子通信与安全,量子通信与安全,0
中电科长江数据有限公司,企业,湖北,武汉,2025,1,3,3.0,量子传感,量子传感,0
中科酷原科技(武汉)有限公司,企业,湖北,武汉,2024,1,4,4.0,量子基础概念,量子基础概念,0
中科酷原科技(武汉)有限公司,企业,湖北,武汉,2025,2,17,8.5,量子传感,量子传感,0
中科酷原量子科技(武汉)有限公司,企业,湖北,武汉,2024,1,5,5.0,量子计算,量子计算,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),科研院所,湖北,武汉,2021,2,12,6.0,量子传感,量子传感,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),科研院所,湖北,武汉,2022,4,20,5.0,量子传感,量子传感,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),科研院所,湖北,武汉,2023,3,15,5.0,量子传感,量子传感,0
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),科研院所,湖北,武汉,2024,5,31,6.2,量子传感；量子计算,量子传感,0
华中光电技术研究所(中国船舶重工集团有限公司第七一七研究所),科研院所,湖北,武汉,2023,1,5,5.0,量子传感,量子传感,0
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),科研院所,湖北,武汉,2023,1,5,5.0,量子传感,量子传感,0
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),科研院所,湖北,武汉,2024,1,5,5.0,量子传感,量子传感,0
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),科研院所,湖北,武汉,2025,15,77,5.133333333333334,量子传感,量子传感,0
华中农业大学,高校,湖北,武汉,2022,1,10,10.0,量子通信与安全,量子通信与安全,0
华中农业大学,高校,湖北,武汉,2025,1,5,5.0,量子计算,量子计算,0
华中师范大学,高校,湖北,武汉,2025,1,5,5.0,量子传感,量子传感,0
华中科技大学,高校,湖北,武汉,2021,3,29,9.666666666666666,量子传感；量子通信与安全,量子通信与安全,0
华中科技大学,高校,湖北,武汉,2022,7,56,8.0,量子传感；量子基础概念；量子通信与安全,量子传感,0
华中科技大学,高校,湖北,武汉,2023,6,39,6.5,量子传感；量子通信与安全；量子计算,量子传感,0
华中科技大学,高校,湖北,武汉,2024,11,58,5.2727272727272725,量子传感；量子通信与安全,量子通信与安全,0
华中科技大学,高校,湖北,武汉,2025,12,78,6.5,量子传感；量子通信与安全；量子计算硬件；量子计算,量子传感,0
国网湖北省电力有限公司,企业,湖北,武汉,2024,1,3,3.0,量子传感,量子传感,0
国网湖北省电力有限公司电力科学研究院,企业,湖北,武汉,2021,2,6,3.0,量子传感,量子传感,0
国网湖北省电力有限公司经济技术研究院,企业,湖北,武汉,2025,1,9,9.0,量子计算,量子计算,0
武汉中科锐择光电科技有限公司,企业,湖北,武汉,2023,1,6,6.0,量子计算,量子计算,0
武汉中科锐择光电科技有限公司,企业,湖北,武汉,2025,1,3,3.0,量子传感,量子传感,0
武汉亦芯微电子有限公司,企业,湖北,武汉,2024,1,5,5.0,量子通信与安全,量子通信与安全,0
武汉光谷信息光电子创新中心有限公司,企业,湖北,武汉,2024,2,9,4.5,量子基础概念；量子通信与安全,量子基础概念,0
武汉光谷信息光电子创新中心有限公司,企业,湖北,武汉,2025,1,4,4.0,量子基础概念,量子基础概念,0
武汉华中天纬测控有限公司,企业,湖北,武汉,2024,1,3,3.0,量子传感,量子传感,0
武汉和悦数字科技有限公司,企业,湖北,武汉,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
武汉大学,高校,湖北,武汉,2021,3,15,5.0,量子计算；量子通信与安全,量子通信与安全,0
武汉大学,高校,湖北,武汉,2022,3,11,3.6666666666666665,量子计算；量子传感,量子传感,0
武汉大学,高校,湖北,武汉,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
武汉大学,高校,湖北,武汉,2024,4,33,8.25,量子传感；量子通信与安全,量子传感,0
武汉大学,高校,湖北,武汉,2025,3,27,9.0,量子传感,量子传感,0
武汉工程大学,高校,湖北,武汉,2025,2,12,6.0,量子传感；量子基础概念,量子传感,0
武汉市莱布尼兹科技有限责任公司,企业,湖北,武汉,2024,1,17,17.0,量子计算,量子计算,0
武汉昊衡科技有限公司,企业,湖北,武汉,2021,1,3,3.0,量子传感,量子传感,0
武汉瑞斯通信科技有限公司,企业,湖北,武汉,2025,1,5,5.0,量子计算,量子计算,0
武汉科技大学,高校,湖北,武汉,2021,1,5,5.0,量子计算,量子计算,0
武汉科技大学,高校,湖北,武汉,2024,1,6,6.0,量子传感,量子传感,0
武汉耐维斯顿科技有限公司,企业,湖北,武汉,2023,1,3,3.0,量子传感,量子传感,0
武汉聚智惠仁信息技术有限公司,企业,湖北,武汉,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
武汉船舶通信研究所(中国船舶重工集团公司第七二二研究所),科研院所,湖北,武汉,2022,1,8,8.0,量子通信与安全,量子通信与安全,0
武汉船舶通信研究所(中国船舶重工集团公司第七二二研究所),科研院所,湖北,武汉,2023,2,16,8.0,量子通信与安全,量子通信与安全,0
武汉船舶通信研究所(中国船舶集团有限公司第七二二研究所),科研院所,湖北,武汉,2025,1,9,9.0,量子通信与安全,量子通信与安全,0
武汉邮电科学研究院有限公司,企业,湖北,武汉,2022,3,21,7.0,量子通信与安全,量子通信与安全,0
武汉量子技术研究院,科研院所,湖北,武汉,2024,3,26,8.666666666666666,量子通信与安全,量子通信与安全,0
武汉非秒迅连科技有限公司,企业,湖北,武汉,2025,1,3,3.0,量子传感,量子传感,0
江汉大学,高校,湖北,武汉,2021,4,12,3.0,量子传感,量子传感,0
江汉大学,高校,湖北,武汉,2022,1,3,3.0,量子传感,量子传感,0
江汉大学,高校,湖北,武汉,2024,6,18,3.0,量子传感,量子传感,0
江汉大学,高校,湖北,武汉,2025,2,6,3.0,量子传感,量子传感,0
海思光电子有限公司,企业,湖北,武汉,2022,1,3,3.0,量子传感,量子传感,0
湖北华中电力科技开发有限责任公司,企业,湖北,武汉,2025,1,4,4.0,量子基础概念,量子基础概念,0
湖北大学,高校,湖北,武汉,2021,1,5,5.0,量子计算,量子计算,0
湖北工业大学,高校,湖北,武汉,2021,1,5,5.0,量子通信与安全,量子通信与安全,0
湖北工业大学,高校,湖北,武汉,2022,1,5,5.0,量子计算,量子计算,0
湖北工业大学,高校,湖北,武汉,2023,1,30,30.0,量子通信与安全,量子通信与安全,0
湖北工业大学,高校,湖北,武汉,2024,1,19,19.0,量子通信与安全,量子通信与安全,0
湖北科技学院,高校,湖北,咸宁,2022,2,12,6.0,量子传感,量子传感,0
湖北科技学院,高校,湖北,咸宁,2024,1,3,3.0,量子传感,量子传感,0
湖北良顷农业科技有限公司,企业,湖北,武汉,2025,1,5,5.0,量子计算,量子计算,0
航天科工空间工程发展有限公司,企业,湖北,武汉,2025,1,3,3.0,量子传感,量子传感,0
长江存储科技有限责任公司,企业,湖北,武汉,2021,1,5,5.0,量子计算硬件,量子计算硬件,0
长江量子(武汉)科技有限公司,企业,湖北,武汉,2022,1,5,5.0,量子通信与安全,量子通信与安全,0
长江量子(武汉)科技有限公司,企业,湖北,武汉,2023,3,15,5.0,量子通信与安全,量子通信与安全,0
长江量子(武汉)科技有限公司,企业,湖北,武汉,2024,2,10,5.0,量子通信与安全,量子通信与安全,0
长江量子(武汉)科技有限公司,企业,湖北,武汉,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
中南大学,高校,湖南,长沙,2021,12,84,7.0,量子通信与安全；量子传感；量子基础概念,量子通信与安全,0
中南大学,高校,湖南,长沙,2022,21,149,7.095238095238095,量子基础概念；量子通信与安全；量子计算,量子通信与安全,0
中南大学,高校,湖南,长沙,2023,2,14,7.0,量子通信与安全；量子计算,量子通信与安全,0
中南大学,高校,湖南,长沙,2024,7,55,7.857142857142857,量子计算；量子通信与安全,量子通信与安全,0
中南大学,高校,湖南,长沙,2025,10,92,9.2,量子计算；量子传感；量子通信与安全,量子计算,0
中南林业科技大学,高校,湖南,长沙,2024,2,23,11.5,量子计算；量子通信与安全,量子计算,0
中国人民解放军国防科技大学,高校,湖南,长沙,2021,5,33,6.6,量子通信与安全；量子传感,量子通信与安全,0
中国人民解放军国防科技大学,高校,湖南,长沙,2022,9,62,6.888888888888889,量子通信与安全；量子计算；量子传感,量子通信与安全,0
中国人民解放军国防科技大学,高校,湖南,长沙,2023,13,113,8.692307692307692,量子通信与安全；量子传感；量子计算；量子基础概念,量子通信与安全,0
中国人民解放军国防科技大学,高校,湖南,长沙,2024,15,98,6.533333333333333,量子传感；量子通信与安全；量子计算硬件；量子计算；量子基础概念,量子传感,0
中国人民解放军国防科技大学,高校,湖南,长沙,2025,10,80,8.0,量子计算硬件；量子通信与安全；量子传感；量子计算,量子计算硬件,0
中国建筑第五工程局有限公司,企业,湖南,长沙,2025,1,3,3.0,量子传感,量子传感,0
中科智感科技(湖南)有限公司,企业,湖南,株洲,2025,1,3,3.0,量子传感,量子传感,0
国网湖南省电力有限公司,企业,湖南,长沙,2025,2,6,3.0,量子传感,量子传感,0
国网湖南省电力有限公司电力科学研究院,企业,湖南,长沙,2025,1,3,3.0,量子传感,量子传感,0
开元国际数学研究院,科研院所,湖南,长沙,2025,1,11,11.0,量子计算,量子计算,0
恒辉信达技术有限公司,企业,湖南,长沙,2025,1,5,5.0,量子通信与安全,量子通信与安全,0
星汉时空科技(长沙)有限公司,企业,湖南,长沙,2022,1,3,3.0,量子传感,量子传感,0
湖南万脉医疗科技有限公司,企业,湖南,邵阳,2025,1,5,5.0,量子计算,量子计算,0
湖南三湘银行股份有限公司,企业,湖南,长沙,2023,1,4,4.0,量子基础概念,量子基础概念,0
湖南三湘银行股份有限公司,企业,湖南,长沙,2024,1,4,4.0,量子基础概念,量子基础概念,0
湖南中电星河电子有限公司,企业,湖南,长沙,2025,1,3,3.0,量子传感,量子传感,0
湖南冠力智能装备有限公司,企业,湖南,株洲,2025,1,4,4.0,量子基础概念,量子基础概念,0
湖南出入境检验检疫局检验检疫技术中心,科研院所,湖南,长沙,2021,1,5,5.0,量子计算硬件,量子计算硬件,0
湖南创信伟立科技股份有限公司,企业,湖南,长沙,2025,1,3,3.0,量子传感,量子传感,0
湖南博润微电半导体科技有限公司,企业,湖南,长沙,2024,1,5,5.0,量子计算,量子计算,0
湖南哥禄安科技有限公司,企业,湖南,永州,2024,1,18,18.0,量子传感,量子传感,0
湖南大学,高校,湖南,长沙,2021,2,10,5.0,量子通信与安全,量子通信与安全,0
湖南大学,高校,湖南,长沙,2022,3,23,7.666666666666667,量子通信与安全；量子计算,量子通信与安全,0
湖南大学,高校,湖南,长沙,2023,1,5,5.0,量子通信与安全,量子通信与安全,0
湖南大学,高校,湖南,长沙,2024,2,18,9.0,量子通信与安全；量子传感,量子通信与安全,0
湖南大学,高校,湖南,长沙,2025,3,12,4.0,量子传感；量子基础概念,量子传感,0
湖南尚医康医疗科技有限公司,企业,湖南,长沙,2023,1,9,9.0,量子通信与安全,量子通信与安全,0
湖南工程学院,高校,湖南,湘潭,2023,1,13,13.0,量子计算硬件,量子计算硬件,0
